80500,0.0
41661,0.0
109635,0.0
75585,0.0
129674,0.0
103315,0.0
15778,1.0
126182,1.0
121341,1.0
76294,1.0
70919,0.0
26604,1.0
102526,1.0
32704,0.0
8319,1.0
30050,0.0
116432,1.0
56705,0.0
64795,1.0
131288,0.0
133290,0.0
89880,0.0
30156,0.0
94118,1.0
15721,1.0
130305,1.0
90379,1.0
63298,0.0
45698,1.0
120492,0.0
117279,0.0
99358,1.0
128077,0.0
51709,0.0
113148,0.0
105332,1.0
75248,1.0
109816,1.0
83582,0.0
86163,1.0
57850,1.0
126474,1.0
113230,1.0
107915,0.0
78921,0.0
56082,1.0
77519,0.0
46483,0.0
63710,0.0
85866,1.0
100898,0.0
32387,0.0
125398,1.0
102094,0.0
129195,1.0
66058,0.0
50632,0.0
87130,1.0
100444,0.0
22556,1.0
49706,0.0
49638,1.0
67302,1.0
32571,1.0
95735,1.0
64157,1.0
35543,0.0
47110,1.0
30704,0.0
113219,0.0
26446,0.0
10206,1.0
122109,0.0
101714,0.0
60296,0.0
28944,1.0
44966,0.0
33350,1.0
18505,1.0
92507,1.0
119164,1.0
123305,1.0
17768,0.0
40183,1.0
44780,1.0
113372,0.0
114248,1.0
103194,0.0
72557,0.0
98885,1.0
70816,1.0
40926,0.0
70197,0.0
131252,0.0
115699,1.0
28954,1.0
87461,0.0
122154,0.0
97106,1.0
124535,1.0
113003,0.0
110575,1.0
110773,1.0
103048,1.0
116392,1.0
39561,1.0
106409,1.0
135641,0.0
52516,0.0
1342,0.0
34791,1.0
2686,0.0
12065,1.0
124175,0.0
44116,0.0
98386,1.0
133928,0.0
77435,1.0
26603,0.0
130866,1.0
128166,0.0
22147,0.0
106660,1.0
17649,1.0
81157,1.0
133924,0.0
31911,1.0
39012,1.0
74790,0.0
76052,1.0
27495,0.0
124853,0.0
33416,1.0
134804,1.0
8585,1.0
15260,0.0
34970,0.0
61650,0.0
56509,1.0
33627,0.0
99938,0.0
67337,1.0
43526,1.0
98721,0.0
30829,0.0
7172,1.0
84260,0.0
128546,0.0
131876,1.0
66308,0.0
130309,1.0
115811,0.0
74293,1.0
99530,1.0
133044,0.0
34249,1.0
79677,0.0
35203,0.0
12689,1.0
26665,1.0
118014,0.0
76845,0.0
49889,0.0
115540,1.0
125734,1.0
128097,1.0
78810,1.0
86474,0.0
61221,1.0
32522,1.0
54498,0.0
20376,1.0
18287,1.0
100065,1.0
17891,1.0
83645,1.0
46437,1.0
99199,0.0
81357,0.0
15603,0.0
71976,1.0
19151,1.0
113355,1.0
20181,0.0
99507,0.0
7275,1.0
96975,1.0
119070,1.0
3680,1.0
111741,0.0
6742,1.0
1531,0.0
80242,1.0
67068,1.0
95232,0.0
44000,1.0
112085,0.0
62295,1.0
47477,1.0
107352,0.0
134811,0.0
42332,1.0
10179,1.0
96482,1.0
45183,0.0
75981,0.0
112664,0.0
105387,1.0
19889,1.0
98085,1.0
84011,1.0
107232,1.0
126518,1.0
18985,0.0
132582,1.0
36876,1.0
83393,1.0
53381,0.0
9339,1.0
129400,0.0
82918,0.0
24669,1.0
60586,0.0
57431,0.0
84524,0.0
109579,1.0
87334,1.0
26095,0.0
24355,0.0
44625,0.0
24772,0.0
68318,1.0
11702,0.0
113336,1.0
105073,1.0
63358,1.0
52630,0.0
19896,0.0
41752,1.0
32904,0.0
32772,1.0
92408,0.0
452,1.0
100977,1.0
5841,1.0
27507,1.0
8135,1.0
76214,1.0
48025,1.0
126875,1.0
80605,0.0
55359,1.0
10814,0.0
106095,0.0
125519,0.0
11959,1.0
7733,1.0
109003,0.0
78804,0.0
31398,0.0
124430,0.0
106916,0.0
101060,0.0
25881,1.0
70407,0.0
25987,0.0
64780,0.0
112425,0.0
30293,0.0
61411,1.0
84496,0.0
111637,0.0
63839,1.0
32613,1.0
1897,1.0
31166,0.0
126551,0.0
13466,0.0
105413,0.0
97592,0.0
132839,1.0
71536,0.0
22956,1.0
133219,1.0
59652,0.0
21579,1.0
73800,0.0
65241,0.0
134448,1.0
26151,1.0
26179,0.0
31693,0.0
87014,1.0
111129,1.0
22609,0.0
30578,0.0
87530,1.0
76481,0.0
93466,0.0
55335,0.0
70550,1.0
54229,1.0
60406,0.0
2511,0.0
87797,1.0
89958,1.0
54981,1.0
98134,0.0
74282,1.0
80471,1.0
103486,1.0
13963,0.0
77144,0.0
31648,0.0
41839,0.0
48813,0.0
95874,1.0
73493,1.0
88984,1.0
131953,1.0
3618,1.0
41218,0.0
54747,0.0
105448,0.0
53840,0.0
91745,1.0
9762,0.0
52489,0.0
126612,0.0
43500,0.0
111537,0.0
117971,0.0
90533,0.0
32665,1.0
43283,1.0
97593,1.0
62889,0.0
127753,1.0
8772,0.0
4062,1.0
64561,0.0
7535,1.0
15726,0.0
90192,0.0
97485,0.0
119732,1.0
27079,0.0
104834,0.0
34309,0.0
34517,0.0
42909,0.0
38539,0.0
91275,0.0
74254,1.0
124736,0.0
96943,1.0
133394,0.0
35675,0.0
20228,0.0
116722,0.0
60177,1.0
111911,1.0
123340,0.0
105918,0.0
113468,1.0
28748,1.0
126595,1.0
27637,0.0
24086,1.0
20779,1.0
14824,0.0
117968,1.0
44394,0.0
86385,0.0
72073,1.0
19892,0.0
76128,1.0
126337,1.0
75368,0.0
44570,0.0
30876,0.0
92435,1.0
59045,1.0
80371,1.0
25833,0.0
111868,0.0
96860,1.0
28081,1.0
107285,0.0
25798,1.0
58950,1.0
42458,1.0
73656,0.0
99896,1.0
56939,0.0
23805,1.0
41827,1.0
102340,0.0
78738,0.0
99948,1.0
63542,1.0
126496,1.0
27643,1.0
65929,0.0
12725,0.0
4880,1.0
44970,0.0
21709,1.0
106448,1.0
19540,0.0
59017,1.0
127017,0.0
83224,1.0
3002,1.0
106991,0.0
87428,1.0
104749,0.0
81097,1.0
58432,0.0
57598,0.0
29150,1.0
108656,0.0
115535,1.0
120750,1.0
63152,1.0
39049,0.0
32426,1.0
118354,0.0
114367,1.0
131807,1.0
8552,0.0
33841,1.0
55023,0.0
109067,1.0
52619,1.0
45639,1.0
91976,0.0
6445,1.0
99705,1.0
97195,1.0
42300,1.0
125641,0.0
127356,1.0
7165,1.0
107949,1.0
356,1.0
86720,0.0
49873,1.0
86697,1.0
100397,1.0
41837,0.0
27249,1.0
113164,1.0
102610,0.0
103684,1.0
110387,1.0
44441,1.0
65395,1.0
