,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,13,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,20,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0
1,48,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,38,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0
2,148,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,26,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0
3,190,15159,2,4,350,1185,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,142,0.56,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
4,222,4,2,4,832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,28,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0
5,303,5043,2,4,5131424,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.14,0.0,0.0,1.0,0.0,0.29,7,42,1.0,0.0,1.0,0.14,0.0,0.02,0.0,0.0,0
6,506,1,2,4,1238,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,123,0.48,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0
7,550,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,17,1.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,0
8,581,0,2,4,1250,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,237,65,0.27,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0
9,689,0,2,13,125,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.0,0.25,0.25,0.75,0.75,0
10,717,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,22,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0
11,768,0,2,4,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,16,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0
12,777,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,27,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0
13,1021,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,54,1.0,0.0,1.0,0.13,0.0,0.02,0.0,0.0,0
14,1060,0,2,4,1195,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116,14,0.12,0.05,0.01,0.0,0.02,0.0,0.07,0.0,0
15,1123,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,20,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0
16,1277,0,2,4,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,42,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0
17,1359,2,2,4,1231,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210,38,0.18,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0
18,1408,2,2,4,1218,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,125,0.49,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0
19,1717,2,2,4,1153,2445,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,224,52,0.23,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0
20,1744,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,20,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0
21,1832,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,9,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0
22,1916,5080,2,4,1042,2279,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,22,0.09,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0
23,2143,1,2,4,1170,2447,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,18,0.15,0.05,0.01,0.0,0.02,0.0,0.07,0.0,0
24,2243,0,2,4,1230,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173,1,0.01,0.03,0.01,0.0,0.01,0.0,0.01,0.0,0
25,2294,32,2,4,104,449,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,2545,0,2,4,1259,2453,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,55,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
27,2798,0,2,13,126,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13,13,1.0,0.0,0.08,0.0,0.08,0.08,0.92,0.92,0
28,2826,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.5,1.0,1.0,6,24,0.83,0.33,1.0,0.12,0.0,0.0,0.0,0.0,0
29,3005,718,2,4,1412,25260,0,0,0,15,0,1,38,1,0,54,4,1,2,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30,3269,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,23,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0
31,3424,2,2,4,1227,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,60,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
32,8526,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,25,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0
33,8596,5036,2,4,5133876,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,43,0.91,0.18,1.0,0.12,0.0,0.0,0.0,0.0,0
34,9154,1,2,4,1213,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,132,0.52,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
35,9165,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,50,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0
36,9172,0,2,4,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,22,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0
37,9173,1,2,4,1276,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,132,0.52,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
38,9275,0,2,4,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,44,1.0,0.0,1.0,0.09,0.0,0.0,0.25,0.02,0
