0,0
1,0
2,3
3,0
4,0
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,0
13,4
14,3
15,3
16,0
17,1
18,0
19,0
20,3
21,3
22,0
23,0
24,3
25,0
26,3
27,0
28,0
29,0
30,1
31,3
32,0
33,1
34,0
35,0
36,0
37,3
38,0
39,3
40,3
41,3
42,0
43,0
44,0
45,3
46,3
47,0
48,4
49,3
50,0
51,3
52,3
53,0
54,0
55,0
56,1
57,3
58,3
59,0
60,0
61,3
62,1
63,0
64,3
65,0
66,1
67,3
68,3
69,3
70,0
71,3
72,0
73,0
74,3
75,0
76,3
77,0
78,0
79,3
80,0
81,3
82,3
83,1
84,0
85,3
86,0
87,3
88,3
89,0
90,0
91,0
92,0
93,3
94,3
95,0
96,0
97,0
98,0
99,3
100,0
101,0
102,0
103,0
104,3
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,3
117,0
118,0
119,0
120,3
121,3
122,3
123,0
124,3
125,0
126,0
127,0
128,0
129,0
130,3
131,3
132,0
133,0
134,3
135,3
136,0
137,0
138,3
139,3
140,0
141,3
142,3
143,0
144,0
145,0
146,1
147,0
148,4
149,3
150,3
151,0
152,3
153,3
154,3
155,0
156,0
157,3
158,1
159,3
160,0
161,0
162,0
163,0
164,3
165,1
166,0
167,0
168,0
169,0
170,3
171,0
172,3
173,3
174,3
175,3
176,0
177,1
178,1
179,3
180,0
181,0
182,0
183,0
184,3
185,3
186,3
187,3
188,0
189,0
190,4
191,0
192,3
193,3
194,0
195,0
196,0
197,0
198,1
199,0
200,0
201,3
202,0
203,0
204,0
205,0
206,3
207,0
208,0
209,3
210,1
211,3
212,3
213,0
214,3
215,3
216,0
217,0
218,0
219,0
220,0
221,3
222,4
223,3
224,1
225,0
226,0
227,3
228,0
229,0
230,0
231,0
232,0
233,3
234,0
235,3
236,3
237,3
238,0
239,0
240,0
241,1
242,3
243,3
244,3
245,0
246,3
247,1
248,3
249,0
250,1
251,0
252,0
253,1
254,1
255,3
256,0
257,0
258,1
259,0
260,3
261,0
262,0
263,3
264,0
265,0
266,0
267,0
268,1
269,3
270,0
271,3
272,0
273,0
274,0
275,0
276,3
277,3
278,0
279,0
280,0
281,3
282,0
283,0
284,3
285,0
286,3
287,3
288,0
289,1
290,0
291,3
292,3
293,0
294,0
295,0
296,0
297,1
298,0
299,3
300,0
301,3
302,3
303,4
304,0
305,1
306,0
307,0
308,1
309,0
310,3
311,0
312,3
313,3
314,0
315,3
316,1
317,1
318,0
319,3
320,0
321,3
322,3
323,3
324,0
325,3
326,0
327,0
328,0
329,0
330,1
331,1
332,0
333,0
334,3
335,0
336,0
337,0
338,3
339,3
340,0
341,3
342,0
343,0
344,3
345,0
346,3
347,0
348,3
349,1
350,1
351,0
352,3
353,0
354,1
355,0
356,3
357,0
358,3
359,0
360,0
361,0
362,3
363,0
364,0
365,1
366,3
367,0
368,3
369,3
370,0
371,0
372,0
373,3
374,0
375,3
376,0
377,0
378,0
379,3
380,0
381,3
382,0
383,3
384,3
385,0
386,3
387,0
388,0
389,0
390,0
391,0
392,3
393,3
394,3
395,3
396,1
397,3
398,1
399,0
400,0
401,3
402,0
403,0
404,1
405,0
406,0
407,0
408,3
409,3
410,0
411,3
412,0
413,0
414,3
415,0
416,0
417,3
418,3
419,3
420,0
421,3
422,3
423,1
424,3
425,0
426,3
427,0
428,0
429,1
430,0
431,3
432,3
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,3
441,0
442,3
443,3
444,0
445,0
446,3
447,3
448,3
449,0
450,0
451,0
452,3
453,3
454,3
455,0
456,3
457,0
458,3
459,3
460,0
461,0
462,3
463,0
464,0
465,3
466,3
467,3
468,0
469,0
470,3
471,0
472,3
473,0
474,3
475,0
476,0
477,3
478,1
479,0
480,3
481,3
482,3
483,0
484,1
485,0
486,0
487,1
488,3
489,0
490,3
491,0
492,0
493,0
494,0
495,3
496,0
497,0
498,0
499,0
500,0
501,0
502,3
503,0
504,0
505,0
506,4
507,1
508,0
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,3
517,3
518,0
519,0
520,3
521,0
522,3
523,0
524,0
525,0
526,3
527,0
528,1
529,3
530,1
531,3
532,3
533,0
