980,0.0
106853,1.0
31091,0.0
22531,1.0
102058,0.0
43291,1.0
52933,1.0
45773,1.0
82649,1.0
94480,0.0
12734,0.0
113032,0.0
3804,1.0
126109,0.0
80043,1.0
135010,1.0
57658,1.0
46544,1.0
111351,1.0
108504,1.0
65173,0.0
45438,0.0
104667,1.0
100608,1.0
75294,0.0
45768,1.0
70118,0.0
70117,0.0
27270,0.0
128858,1.0
52567,1.0
74481,0.0
80566,1.0
47581,1.0
13087,1.0
89075,1.0
4568,1.0
102917,1.0
49816,0.0
93483,1.0
62685,1.0
74027,0.0
64858,0.0
88886,0.0
20297,1.0
39145,1.0
57250,0.0
73959,0.0
126652,0.0
35955,1.0
5254,1.0
37017,1.0
78856,0.0
119674,1.0
23111,1.0
93705,0.0
132677,1.0
32855,1.0
69633,0.0
575,0.0
82779,1.0
56730,0.0
5669,1.0
134501,1.0
50152,0.0
81872,0.0
7187,1.0
118111,1.0
124566,0.0
55040,0.0
112876,1.0
24470,0.0
82955,0.0
114787,1.0
92187,0.0
125805,0.0
21379,0.0
65414,0.0
91699,1.0
73676,0.0
133013,0.0
65347,1.0
126070,0.0
115933,1.0
41475,0.0
60351,1.0
56279,0.0
53960,0.0
130185,1.0
58767,0.0
101881,1.0
79927,1.0
49697,0.0
116983,0.0
103373,0.0
122089,0.0
104421,1.0
51867,0.0
17732,1.0
9093,1.0
83498,0.0
125982,0.0
101346,0.0
47772,1.0
69977,0.0
106595,0.0
44753,0.0
83076,0.0
80755,1.0
54829,0.0
85791,1.0
110714,1.0
114171,0.0
18734,0.0
81153,0.0
3483,1.0
34616,1.0
86398,1.0
68432,0.0
22994,0.0
50084,1.0
55948,0.0
89960,1.0
84594,1.0
44413,0.0
10418,0.0
30835,0.0
100660,1.0
75599,1.0
95693,1.0
124896,1.0
68374,1.0
17033,0.0
84810,0.0
115688,0.0
29608,0.0
86440,0.0
65530,1.0
41806,0.0
94095,0.0
6947,1.0
55273,0.0
57160,1.0
88806,1.0
99154,1.0
100206,1.0
16726,1.0
99367,0.0
24852,0.0
102336,1.0
67993,0.0
25245,1.0
94982,1.0
54188,1.0
28354,1.0
422,1.0
56711,1.0
63614,0.0
120132,1.0
125264,0.0
114089,0.0
65157,0.0
66241,1.0
61280,0.0
70523,0.0
7820,1.0
114776,0.0
89005,1.0
125303,1.0
94367,1.0
50527,1.0
119490,1.0
41433,1.0
59854,0.0
20669,1.0
59044,1.0
123544,1.0
117774,0.0
48590,0.0
15200,1.0
134681,0.0
80705,0.0
114179,1.0
36401,0.0
10240,0.0
35101,0.0
70294,1.0
104435,0.0
