,1,2,24,27,32,36,37,38
980,0.5,0.4117647058823529,0.0,0.5,0.02,0.0,0.0,0.0
106853,1.0,0.5294117647058824,0.0,0.01,0.0,0.0,0.0,0.28
31091,1.0,0.4117647058823529,1.0,1.0,1.0,0.33,0.33,0.0
22531,1.0,0.5294117647058824,0.0,1.0,0.02,0.0,0.0,0.94
102058,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
43291,1.0,0.5294117647058824,0.0,1.0,0.06,0.0,0.0,0.88
52933,1.0,0.23529411764705882,1.0,0.1,0.0,1.0,1.0,0.0
45773,1.0,0.23529411764705882,1.0,0.2,0.05,1.0,1.0,0.0
82649,1.0,0.23529411764705882,1.0,0.17,0.08,1.0,1.0,0.0
94480,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
12734,0.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
113032,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
3804,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,0.0
126109,0.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
80043,0.5,0.4117647058823529,0.0,1.0,0.39,0.0,0.0,0.0
135010,1.0,0.5294117647058824,0.0,0.07,0.07,0.0,0.0,1.0
57658,1.0,0.23529411764705882,1.0,0.06,0.05,1.0,1.0,0.0
46544,1.0,0.23529411764705882,1.0,0.02,0.02,0.93,1.0,0.01
111351,1.0,0.7647058823529411,0.0,1.0,0.01,0.0,0.0,1.0
108504,1.0,0.23529411764705882,1.0,0.06,0.04,1.0,1.0,0.0
65173,0.0,0.4117647058823529,0.0,1.0,0.89,0.0,0.0,0.0
45438,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
104667,1.0,0.23529411764705882,1.0,0.15,0.07,1.0,1.0,0.0
100608,1.0,0.23529411764705882,1.0,0.14,0.08,1.0,1.0,0.0
75294,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
45768,0.5,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
70118,1.0,0.4117647058823529,0.0,1.0,0.84,0.0,0.0,0.0
70117,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
27270,0.0,0.4117647058823529,0.0,1.0,0.95,0.0,0.0,0.0
128858,1.0,0.23529411764705882,1.0,0.16,0.08,1.0,1.0,0.0
52567,1.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1.0
74481,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
80566,1.0,0.5294117647058824,0.0,0.04,0.04,0.0,0.0,1.0
47581,1.0,0.23529411764705882,1.0,0.02,0.02,1.0,1.0,0.0
13087,1.0,0.23529411764705882,1.0,0.15,0.1,1.0,1.0,0.0
89075,1.0,0.5294117647058824,0.0,0.5,0.0,0.0,0.0,0.82
4568,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,0.0
102917,1.0,0.23529411764705882,1.0,0.28,0.26,1.0,1.0,0.0
49816,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
93483,1.0,0.23529411764705882,1.0,0.33,0.04,1.0,1.0,0.0
62685,1.0,0.7647058823529411,0.0,1.0,0.01,0.0,0.0,1.0
74027,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.3
64858,1.0,0.4117647058823529,0.0,1.0,0.4,0.0,0.0,0.0
88886,1.0,0.4117647058823529,0.0,0.5,0.47,0.0,0.0,0.0
20297,1.0,0.23529411764705882,1.0,0.07,0.07,1.0,1.0,0.0
39145,0.5,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
57250,0.0,0.4117647058823529,0.0,0.33,0.01,0.0,0.0,0.0
73959,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
126652,1.0,0.4117647058823529,0.0,1.0,0.38,0.0,0.0,0.0
35955,1.0,0.5294117647058824,0.0,0.12,0.0,0.0,0.0,1.0
5254,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,0.0
37017,0.0,0.4117647058823529,0.0,1.0,0.33,0.02,0.0,0.0
78856,0.0,0.4117647058823529,0.0,1.0,0.01,0.0,0.0,0.0
119674,1.0,0.23529411764705882,1.0,0.08,0.06,1.0,1.0,0.0
23111,1.0,0.23529411764705882,1.0,0.09,0.09,1.0,1.0,0.0
93705,1.0,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,0.0
